C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 4893.0000, 1251.0000, 1528.0000,   27.0000,  685.0000,  175.0000,  218.0000,    4.0000,  727.0000,  184.0000,  233.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  110.8168, 1896.4010,    4.0752,   63.8518,    4.4187,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1nvq\1nvq_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1nvq\1nvq_ligand.pdbqt
 4230.0000, 1035.0000, 1132.0000,   53.0000,  200.0000,   54.0000,   59.0000,    3.0000,  216.0000,   56.0000,   59.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.5822, 1373.3710,    1.4562,   82.1738,    1.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3acw\3acw_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3acw\3acw_ligand.pdbqt
 4575.0000, 1126.0000, 1261.0000,   59.0000,  388.0000,  104.0000,  119.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.2024, 1488.7370,    1.3419,   63.3082,    0.4765,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4ea2\4ea2_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4ea2\4ea2_ligand.pdbqt
 4315.0000, 1074.0000, 1185.0000,   53.0000,    0.0000,    0.0000,    0.0000,    0.0000,  974.0000,  276.0000,  314.0000,    6.0000,  156.0000,   43.0000,   50.0000,    0.0000,  180.0000,   51.0000,   56.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.0334, 1640.7040,    3.8849,   90.7115,    3.7662,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2zcr\2zcr_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2zcr\2zcr_ligand.pdbqt
 3719.0000,  909.0000, 1000.0000,   49.0000,  195.0000,   50.0000,   57.0000,    3.0000,  971.0000,  252.0000,  288.0000,   11.0000,    0.0000,    0.0000,    0.0000,    0.0000,  186.0000,   50.0000,   55.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   79.7115, 1426.4379,    2.0558,   60.8172,    3.4889,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2zy1\2zy1_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2zy1\2zy1_ligand.pdbqt
 3422.0000,  866.0000,  958.0000,   36.0000,    0.0000,    0.0000,    0.0000,    0.0000, 1363.0000,  369.0000,  430.0000,   11.0000,  177.0000,   46.0000,   59.0000,    2.0000,  201.0000,   58.0000,   64.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   92.8423, 1408.8549,    5.1724,   59.1117,    6.1319,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2zcq\2zcq_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2zcq\2zcq_ligand.pdbqt
 2007.0000,  561.0000,  660.0000,   57.0000,  437.0000,  120.0000,  147.0000,   12.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.6900,  865.7315,    0.6354,   11.1526,    0.7476,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1bcu\1bcu_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1bcu\1bcu_ligand.pdbqt
 4418.0000, 1178.0000, 1334.0000,   98.0000, 1240.0000,  339.0000,  387.0000,   30.0000,  483.0000,  130.0000,  142.0000,   12.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   95.2334, 1789.3348,    1.3857,   50.1894,    2.6050,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3bv9\3bv9_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3bv9\3bv9_ligand.pdbqt
 3813.0000, 1003.0000, 1187.0000,   86.0000,  690.0000,  192.0000,  230.0000,   19.0000,  325.0000,   78.0000,   95.0000,    9.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  152.0000,   37.0000,   46.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  103.0967, 1621.4819,    2.9901,   40.8506,    4.1520,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1oyt\1oyt_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1oyt\1oyt_ligand.pdbqt
 3585.0000,  946.0000, 1105.0000,   79.0000,  855.0000,  228.0000,  269.0000,   21.0000,  313.0000,   84.0000,  101.0000,    9.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  109.7899, 1524.3588,    3.8135,   50.5877,    6.0422,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2zda\2zda_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2zda\2zda_ligand.pdbqt
 4326.0000, 1140.0000, 1340.0000,   96.0000, 1001.0000,  266.0000,  324.0000,   25.0000,  790.0000,  206.0000,  235.0000,   17.0000,  121.0000,   31.0000,   36.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  175.0000,   42.0000,   54.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  166.8793, 2048.2810,    3.8048,   48.6693,    4.6908,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3utu\3utu_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3utu\3utu_ligand.pdbqt
 2145.0000,  460.0000,  413.0000,   43.0000,    0.0000,    0.0000,    0.0000,    0.0000,  442.0000,  107.0000,   93.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   53.7511,  763.1717,    2.3273,   47.6824,    1.4132,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3u9q\3u9q_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3u9q\3u9q_ligand.pdbqt
 4076.0000,  922.0000,  934.0000,   93.0000,    0.0000,    0.0000,    0.0000,    0.0000,  718.0000,  160.0000,  168.0000,   14.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.7793, 1311.1828,    1.1701,   55.7541,    1.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2yfe\2yfe_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2yfe\2yfe_ligand.pdbqt
 3997.0000,  906.0000,  913.0000,   86.0000,  376.0000,   82.0000,   89.0000,    8.0000,  643.0000,  154.0000,  147.0000,   12.0000,  230.0000,   50.0000,   49.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  829.0000,  183.0000,  174.0000,   18.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  124.9691, 1644.2670,    1.8044,   57.5213,    1.5488,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3fur\3fur_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3fur\3fur_ligand.pdbqt
 5566.0000, 1336.0000, 1348.0000,  110.0000,  208.0000,   49.0000,   46.0000,    4.0000, 1099.0000,  258.0000,  286.0000,   22.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  104.0521, 1906.7209,    1.7706,   69.5234,    0.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3b1m\3b1m_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3b1m\3b1m_ligand.pdbqt
 5443.0000, 1222.0000, 1259.0000,  113.0000,  379.0000,   91.0000,   95.0000,    8.0000, 1032.0000,  233.0000,  248.0000,   19.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  693.0000,  155.0000,  145.0000,   12.0000,  210.0000,   54.0000,   46.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  117.7789, 2278.4351,    2.9255,   64.8699,    1.3322,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2p4y\2p4y_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2p4y\2p4y_ligand.pdbqt
 4041.0000, 1101.0000, 1082.0000,    0.0000,  772.0000,  212.0000,  208.0000,    0.0000,  234.0000,   61.0000,   53.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   98.9535, 1512.3867,    4.7058,   53.7068,    4.8760,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3uo4\3uo4_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3uo4\3uo4_ligand.pdbqt
 3107.0000,  828.0000,  822.0000,    0.0000,  778.0000,  211.0000,  208.0000,    0.0000,  427.0000,  117.0000,  104.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  600.0000,  154.0000,  150.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   99.8473, 1490.3874,    3.1741,   44.6120,    3.8811,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3up2\3up2_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3up2\3up2_ligand.pdbqt
 3902.0000, 1021.0000, 1056.0000,    0.0000, 1356.0000,  344.0000,  351.0000,    0.0000,  186.0000,   48.0000,   54.0000,    0.0000,  164.0000,   45.0000,   43.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  114.8034, 1639.9836,    4.2256,   59.6572,    1.2896,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3e5a\3e5a_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3e5a\3e5a_ligand.pdbqt
 4559.0000, 1176.0000, 1212.0000,    0.0000,  755.0000,  198.0000,  216.0000,    0.0000,  195.0000,   46.0000,   50.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  421.0000,  102.0000,  118.0000,    0.0000,  170.0000,   41.0000,   42.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   95.8670, 1763.3089,    3.2936,   58.3161,    1.9676,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2wtv\2wtv_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2wtv\2wtv_ligand.pdbqt
 2996.0000,  800.0000,  796.0000,    0.0000, 1372.0000,  364.0000,  369.0000,    0.0000,  104.0000,   28.0000,   29.0000,    0.0000,  138.0000,   36.0000,   38.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   96.3333, 1453.8262,    4.2498,   12.0608,    2.2477,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3myg\3myg_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3myg\3myg_ligand.pdbqt
 1445.0000,  388.0000,  455.0000,   41.0000,  210.0000,   59.0000,   65.0000,    5.0000,  285.0000,   87.0000,  102.0000,    8.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   49.3099,  691.0054,    1.4653,    3.7396,    1.1654,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3kgp\3kgp_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3kgp\3kgp_ligand.pdbqt
 1328.0000,  359.0000,  404.0000,   36.0000,  410.0000,  110.0000,  123.0000,    9.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.2251,  620.1004,    2.9335,    5.2894,    4.5818,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1c5z\1c5z_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1c5z\1c5z_ligand.pdbqt
 1559.0000,  437.0000,  499.0000,   42.0000,  417.0000,  114.0000,  116.0000,    9.0000,    0.0000,    0.0000,    0.0000,    0.0000,  209.0000,   56.0000,   63.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  136.0000,   42.0000,   44.0000,    3.0000,   74.4350,  794.6496,    3.0380,    7.3312,    2.9682,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1o5b\1o5b_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1o5b\1o5b_ligand.pdbqt
 2908.0000,  846.0000,  913.0000,   74.0000,  645.0000,  180.0000,  193.0000,   14.0000,  119.0000,   40.0000,   44.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.3403, 1164.3350,    3.4353,   11.2547,    5.2966,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1owh\1owh_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1owh\1owh_ligand.pdbqt
 3365.0000,  985.0000, 1073.0000,   84.0000, 1037.0000,  300.0000,  318.0000,   22.0000,  115.0000,   34.0000,   42.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  103.1770, 1434.6207,    3.8121,    8.7722,    4.3930,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1sqa\1sqa_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1sqa\1sqa_ligand.pdbqt
  576.0000,  192.0000,  117.0000,    0.0000,  135.0000,   40.0000,   30.0000,    0.0000,  248.0000,   77.0000,   55.0000,    0.0000,  128.0000,   38.0000,   27.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   41.5344,  554.8731,    0.7078,    3.7565,    0.0034,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4jsz\4jsz_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4jsz\4jsz_ligand.pdbqt
 2130.0000,  563.0000,  509.0000,   12.0000,  859.0000,  229.0000,  207.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   53.1471,  854.2603,    4.3620,   16.3496,    1.9193,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3kwa\3kwa_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3kwa\3kwa_ligand.pdbqt
 1289.0000,  354.0000,  313.0000,    6.0000,  244.0000,   68.0000,   62.0000,    1.0000,  493.0000,  134.0000,  122.0000,    2.0000,  243.0000,   70.0000,   65.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,  225.0000,   62.0000,   58.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   52.6861,  682.5296,    2.4534,   18.7648,    1.5941,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2weg\2weg_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2weg\2weg_ligand.pdbqt
 1744.0000,  484.0000,  434.0000,    9.0000,  419.0000,  109.0000,   97.0000,    2.0000,  666.0000,  192.0000,  171.0000,    3.0000,  244.0000,   68.0000,   64.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,  395.0000,   94.0000,   91.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   56.8947,  942.2854,    2.4109,   28.9134,    2.6333,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3ryj\3ryj_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3ryj\3ryj_ligand.pdbqt
 1625.0000,  449.0000,  386.0000,    9.0000,  462.0000,  129.0000,  114.0000,    2.0000,  651.0000,  177.0000,  159.0000,    3.0000,  460.0000,  128.0000,  114.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.5570,  862.9137,    2.4755,   13.3229,    1.8064,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3dd0\3dd0_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3dd0\3dd0_ligand.pdbqt
 2443.0000,  605.0000,  782.0000,   21.0000,  188.0000,   50.0000,   64.0000,    2.0000,  661.0000,  165.0000,  199.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.9321, 1041.6360,    1.1455,   14.2258,    1.1429,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2xdl\2xdl_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2xdl\2xdl_ligand.pdbqt
 1887.0000,  484.0000,  591.0000,   15.0000,  807.0000,  203.0000,  243.0000,    8.0000,    0.0000,    0.0000,    0.0000,    0.0000,  176.0000,   53.0000,   60.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  226.0000,   56.0000,   67.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   58.7129,  938.1375,    0.9725,   29.6612,    0.9343,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3b27\3b27_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3b27\3b27_ligand.pdbqt
 3592.0000,  950.0000, 1153.0000,   29.0000,  375.0000,  105.0000,  126.0000,    4.0000, 1035.0000,  276.0000,  335.0000,    8.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   94.5314, 1549.0657,    2.5564,   35.7063,    2.9600,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1yc1\1yc1_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1yc1\1yc1_ligand.pdbqt
 3172.0000,  777.0000,  956.0000,   27.0000,  827.0000,  201.0000,  239.0000,    7.0000,  165.0000,   41.0000,   50.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  430.0000,   97.0000,  120.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   81.0246, 1323.3994,    2.3153,   41.1242,    1.6590,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3rlr\3rlr_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3rlr\3rlr_ligand.pdbqt
 5430.0000, 1265.0000, 1482.0000,   51.0000, 1212.0000,  286.0000,  331.0000,   11.0000,  199.0000,   47.0000,   61.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  142.9526, 2056.5028,    4.4730,  107.0872,    3.9378,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2yki\2yki_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2yki\2yki_ligand.pdbqt
 4142.0000,  952.0000,  965.0000,  113.0000,  456.0000,  103.0000,  111.0000,   14.0000,  900.0000,  201.0000,  221.0000,   24.0000,  223.0000,   51.0000,   56.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,  911.0000,  219.0000,  219.0000,   25.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  101.9597, 1874.4132,    3.4468,   57.9998,    3.0741,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1z95\1z95_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1z95\1z95_ligand.pdbqt
 4408.0000, 1026.0000, 1012.0000,  119.0000,  694.0000,  157.0000,  164.0000,   18.0000, 1371.0000,  312.0000,  315.0000,   39.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  700.0000,  174.0000,  164.0000,   23.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  131.5777, 2090.3561,    4.9800,   66.5241,    3.2124,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3b68\3b68_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3b68\3b68_ligand.pdbqt
 4192.0000,  974.0000,  959.0000,  116.0000,  465.0000,  104.0000,  104.0000,   14.0000,  712.0000,  156.0000,  163.0000,   19.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  916.0000,  221.0000,  210.0000,   27.0000,  228.0000,   54.0000,   55.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  111.7602, 1833.6992,    4.3200,   63.6415,    3.5516,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3b5r\3b5r_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3b5r\3b5r_ligand.pdbqt
 4206.0000,  970.0000,  959.0000,  114.0000,  689.0000,  154.0000,  164.0000,   19.0000,  707.0000,  159.0000,  161.0000,   18.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  235.0000,   56.0000,   55.0000,    8.0000,  121.7432, 1665.1626,    3.0241,   61.1775,    2.4318,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3b65\3b65_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3b65\3b65_ligand.pdbqt
